category,words
affiliation,pals 
bio,pancake* 
ingest,pancake* 
affect,panic* 
negemo,panic* 
anx,panic* 
bio,pap 
health,pap 
social,papa 
family,papa 
male,papa 
social,papa's 
family,papa's 
male,papa's 
relig,papal 
social,papas 
family,papas 
male,papas 
work,paper* 
social,pappy 
family,pappy 
male,pappy 
social,pappy's 
family,pappy's 
male,pappy's 
affect,paradise* 
posemo,paradise* 
relig,paradise* 
bio,paraly* 
health,paraly* 
affect,paranoi* 
negemo,paranoi* 
anx,paranoi* 
social,parent* 
family,parent* 
drives,parent* 
affiliation,parent* 
drives,pariah* 
power,pariah* 
drives,parliament* 
power,parliament* 
quant,part 
social,participant* 
social,participat* 
adj,particular 
compare,particular 
function,particularly 
adverb,particularly 
cogproc,particularly 
certain,particularly 
affect,partie* 
posemo,partie* 
social,partie* 
drives,partie* 
affiliation,partie* 
leisure,partie* 
quant,partly 
cogproc,partly 
tentat,partly 
social,partner* 
friend,partner* 
drives,partner* 
affiliation,partner* 
affect,party* 
posemo,party* 
social,party* 
drives,party* 
affiliation,party* 
leisure,party* 
verb,pass 
focuspresent,pass 
relativ,pass 
motion,pass 
verb,passed 
focuspast,passed 
relativ,passed 
motion,passed 
verb,passes 
focuspresent,passes 
relativ,passes 
motion,passes 
verb,passing 
relativ,passing 
motion,passing 
affect,passion* 
posemo,passion* 
bio,passion* 
sexual,passion* 
drives,passiv* 
power,passiv* 
relig,passover 
focuspast,past 
relativ,past 
time,past 
bio,pasta* 
ingest,pasta* 
relig,pastor* 
adj,paternal 
social,paternal 
family,paternal 
male,paternal 
social,paternity 
family,paternity 
male,paternity 
bio,paternity 
health,paternity 
adj,pathetic 
affect,pathetic 
negemo,pathetic 
sad,pathetic 
drives,pathetic 
power,pathetic 
affect,pathetically 
negemo,pathetically 
sad,pathetically 
drives,pathetically 
power,pathetically 
bio,patholog* 
health,patholog* 
home,patio* 
social,patriarch* 
male,patriarch* 
drives,patriarch* 
power,patriarch* 
work,pay* 
money,pay* 
work,pc* 
affect,peace 
posemo,peace 
adj,peaceful 
affect,peaceful 
posemo,peaceful 
affect,peacefully 
posemo,peacefully 
affect,peacekeep* 
posemo,peacekeep* 
affect,peacemak* 
posemo,peacemak* 
drives,peasant* 
power,peasant* 
affect,peculiar* 
negemo,peculiar* 
bio,pediatr* 
health,pediatr* 
bio,pee 
body,pee 
social,peeps 
friend,peeps 
bio,pelvi* 
body,pelvi* 
work,pen 
relig,penance 
money,pence 
work,pencil* 
bio,penis* 
body,penis* 
sexual,penis* 
money,pennies 
money,penny 
work,pens 
work,pension* 
money,pension* 
relig,pentecost* 
drives,peon* 
power,peon* 
social,people* 
bio,pepsi 
ingest,pepsi 
cogproc,perceiv* 
insight,perceiv* 
percept,perceiv* 
quant,percent* 
cogproc,percept* 
insight,percept* 
percept,percept* 
adj,perfect 
affect,perfect 
posemo,perfect 
cogproc,perfect 
certain,perfect 
drives,perfect 
reward,perfect 
focuspresent,perfect 
verb,perfected 
affect,perfected 
posemo,perfected 
cogproc,perfected 
certain,perfected 
drives,perfected 
achiev,perfected 
reward,perfected 
focuspast,perfected 
affect,perfecting 
posemo,perfecting 
cogproc,perfecting 
certain,perfecting 
drives,perfecting 
achiev,perfecting 
reward,perfecting 
affect,perfection 
posemo,perfection 
cogproc,perfection 
certain,perfection 
drives,perfection 
achiev,perfection 
reward,perfection 
affect,perfectly 
posemo,perfectly 
cogproc,perfectly 
certain,perfectly 
drives,perfectly 
achiev,perfectly 
reward,perfectly 
verb,perfects 
cogproc,perfects 
certain,perfects 
drives,perfects 
achiev,perfects 
work,perform* 
percept,perfum* 
function,perhaps 
adverb,perhaps 
cogproc,perhaps 
tentat,perhaps 
relativ,period* 
time,period* 
adj,permanent 
relativ,permanent 
time,permanent 
drives,permiss* 
power,permiss* 
cogproc,permit* 
cause,permit* 
drives,permit* 
power,permit* 
relativ,perpetual* 
time,perpetual* 
drives,persever* 
achiev,persever* 
drives,persist* 
achiev,persist* 
social,person 
social,person's 
adj,personal 
affect,personal 
social,personal 
social,persons 
cogproc,perspective 
insight,perspective 
bio,perspir* 
body,perspir* 
social,persua* 
cogproc,persua* 
insight,persua* 
drives,persua* 
power,persua* 
affect,perv 
negemo,perv 
bio,perv 
sexual,perv 
affect,perver* 
negemo,perver* 
bio,perver* 
sexual,perver* 
adj,pervy 
affect,pervy 
negemo,pervy 
bio,pervy 
sexual,pervy 
adj,pesky 
money,peso 
money,pesos 
affect,pessimis* 
negemo,pessimis* 
sad,pessimis* 
drives,pessimis* 
risk,pessimis* 
affect,pest* 
negemo,pest* 
anger,pest* 
home,pet 
affect,petrif* 
negemo,petrif* 
anx,petrif* 
home,pets 
adj,pettier 
compare,pettier 
affect,pettier 
negemo,pettier 
anger,pettier 
adj,pettiest 
compare,pettiest 
affect,pettiest 
negemo,pettiest 
anger,pettiest 
adj,petty 
affect,petty 
negemo,petty 
anger,petty 
relig,pew 
relig,pews 
bio,pharmac* 
health,pharmac* 
drives,phd* 
power,phd* 
work,phd* 
affect,phobi* 
negemo,phobi* 
anx,phobi* 
bio,phobi* 
health,phobi* 
social,phone* 
percept,phone* 
hear,phone* 
verb,phoning 
social,phoning 
adj,phony 
affect,phony 
negemo,phony 
percept,photo 
see,photo 
work,photocop* 
percept,photograph* 
see,photograph* 
percept,photos 
see,photos 
adj,physical 
bio,physical 
health,physical 
bio,physicality 
health,physicality 
bio,physically 
health,physically 
bio,physicals 
health,physicals 
bio,physician* 
health,physician* 
work,physics 
percept,pic 
see,pic 
verb,pick 
cogproc,pick 
cause,pick 
focuspresent,pick 
verb,picked 
cogproc,picked 
cause,picked 
focuspast,picked 
verb,picking 
cogproc,picking 
cause,picking 
verb,picks 
cogproc,picks 
cause,picks 
focuspresent,picks 
adj,picky 
percept,picture* 
see,picture* 
bio,pie 
ingest,pie 
quant,piece 
quant,pieces 
bio,pies 
ingest,pies 
relig,piet* 
relig,pilgrim* 
bio,pill 
health,pill 
ingest,pill 
home,pillow* 
bio,pills 
health,pills 
ingest,pills 
drives,pilot* 
power,pilot* 
bio,pimple* 
health,pimple* 
adj,pimply 
bio,pimply 
health,pimply 
adj,pink 
percept,pink 
see,pink 
leisure,pinterest 
adj,pious 
relig,pious 
affect,piss* 
negemo,piss* 
anger,piss* 
bio,piss* 
body,piss* 
leisure,pitcher* 
adj,pitiable 
affect,pitiable 
negemo,pitiable 
sad,pitiable 
drives,pitiable 
power,pitiable 
verb,pitied 
affect,pitied 
negemo,pitied 
sad,pitied 
drives,pitied 
power,pitied 
focuspast,pitied 
verb,pities 
affect,pities 
negemo,pities 
sad,pities 
drives,pities 
power,pities 
focuspresent,pities 
adj,pitiful 
affect,pitiful 
negemo,pitiful 
sad,pitiful 
drives,pitiful 
power,pitiful 
affect,pitifully 
negemo,pitifully 
sad,pitifully 
drives,pitifully 
power,pitifully 
affect,pity* 
negemo,pity* 
sad,pity* 
drives,pity* 
power,pity* 
relativ,pivot 
motion,pivot 
bio,pizza* 
ingest,pizza* 
relativ,place 
space,place 
focuspast,placed 
relativ,placed 
space,placed 
relativ,placement* 
space,placement* 
relativ,places 
space,places 
verb,placing* 
relativ,placing* 
space,placing* 
adj,plain 
adj,plainer 
compare,plainer 
adj,plainest 
compare,plainest 
drives,plan 
achiev,plan 
focusfuture,plan 
drives,planned 
achiev,planned 
focusfuture,planner 
drives,planning 
achiev,planning 
focusfuture,planning 
drives,plans 
achiev,plans 
focusfuture,plans 
relativ,platform* 
space,platform* 
affect,play 
posemo,play 
leisure,play 
verb,played 
affect,played 
posemo,played 
focuspast,played 
leisure,played 
adj,playful 
affect,playful 
posemo,playful 
leisure,playful 
affect,playfully 
posemo,playfully 
leisure,playfully 
affect,playfulness 
posemo,playfulness 
leisure,playfulness 
verb,playing 
affect,playing 
posemo,playing 
leisure,playing 
social,playmate* 
friend,playmate* 
affect,plays 
posemo,plays 
leisure,plays 
leisure,playstation* 
drives,plead* 
power,plead* 
affect,pleasant* 
posemo,pleasant* 
affect,please* 
posemo,please* 
affect,pleasing 
posemo,pleasing 
affect,pleasur* 
posemo,pleasur* 
drives,pledge 
power,pledge 
quant,plenty 
function,plus 
prep,plus 
conj,plus 
drives,plus 
reward,plus 
bio,pms 
health,pms 
leisure,podcast* 
bio,podiatr* 
health,podiatr* 
leisure,poetry 
relativ,point 
space,point 
adj,pointless 
affect,poison* 
negemo,poison* 
anger,poison* 
bio,poison* 
health,poison* 
leisure,poker 
drives,polic* 
power,polic* 
work,polic* 
adj,polite 
affect,polite 
posemo,polite 
social,polite 
affect,politely 
posemo,politely 
social,politely 
adj,politic* 
drives,politic* 
power,politic* 
work,politic* 
cogproc,ponder* 
insight,ponder* 
leisure,pool* 
bio,poop* 
body,poop* 
adj,poor 
affect,poor 
negemo,poor 
drives,poor 
power,poor 
money,poor 
adj,poorer 
compare,poorer 
affect,poorer 
negemo,poorer 
drives,poorer 
power,poorer 
money,poorer 
adj,poorest 
compare,poorest 
affect,poorest 
negemo,poorest 
drives,poorest 
power,poorest 
money,poorest 
drives,poorhouse* 
power,poorhouse* 
money,poorhouse* 
affect,poorly 
negemo,poorly 
drives,poorly 
power,poorly 
money,poorly 
affect,poorness* 
negemo,poorness* 
drives,poorness* 
power,poorness* 
money,poorness* 
bio,popcorn 
ingest,popcorn 
relig,pope* 
adj,popular 
affect,popular 
posemo,popular 
social,popular 
affect,populari* 
posemo,populari* 
home,porch 
bio,pork 
ingest,pork 
bio,porn* 
sexual,porn* 
work,portfolio* 
money,portfolio* 
relativ,position* 
space,position* 
adj,positive 
affect,positive 
posemo,positive 
cogproc,positive 
certain,positive 
drives,positive 
reward,positive 
affect,positively 
posemo,positively 
cogproc,positively 
certain,positively 
drives,positively 
reward,positively 
affect,positives 
posemo,positives 
cogproc,positives 
certain,positives 
drives,positives 
reward,positives 
affect,positivi* 
posemo,positivi* 
cogproc,positivi* 
certain,positivi* 
drives,positivi* 
reward,positivi* 
social,posse 
friend,posse 
drives,posse 
affiliation,posse 
cogproc,possib* 
tentat,possib* 
relativ,post 
verb,posted 
focuspast,posted 
relativ,posterior 
space,posterior 
bio,potato* 
ingest,potato* 
cogproc,potential* 
tentat,potential* 
drives,potential* 
achiev,potential* 
focusfuture,potential* 
drives,poverty* 
power,poverty* 
money,poverty* 
drives,power 
power,power 
drives,powerful 
achiev,powerful 
power,powerful 
drives,powerfully 
power,powerfully 
affect,powerless* 
negemo,powerless* 
drives,powerless* 
achiev,powerless* 
power,powerless* 
drives,powers 
power,powers 
social,ppl* 
adj,practical 
function,practically 
adverb,practically 
cogproc,practically 
tentat,practically 
drives,practice 
achiev,practice 
focuspresent,practice 
work,practice 
verb,practiced 
drives,practiced 
achiev,practiced 
focuspast,practiced 
work,practiced 
verb,practices 
drives,practices 
achiev,practices 
focuspresent,practices 
work,practices 
verb,practicing 
drives,practicing 
achiev,practicing 
work,practicing 
affect,prais* 
posemo,prais* 
social,prais* 
drives,prais* 
achiev,prais* 
verb,pranc* 
relativ,pranc* 
motion,pranc* 
verb,pray 
focusfuture,pray 
relig,pray 
verb,prayed 
focusfuture,prayed 
relig,prayed 
focusfuture,prayer* 
relig,prayer* 
verb,praying 
focusfuture,praying 
relig,praying 
verb,prays 
relig,prays 
relig,preach* 
relativ,preced* 
time,preced* 
affect,precious* 
posemo,precious* 
cogproc,precis* 
certain,precis* 
drives,predator* 
power,predator* 
focusfuture,predict* 
cogproc,prefer* 
insight,prefer* 
discrep,prefer* 
social,pregnan* 
family,pregnan* 
bio,pregnan* 
health,pregnan* 
sexual,pregnan* 
affect,prejudic* 
negemo,prejudic* 
anger,prejudic* 
relativ,premier* 
time,premier* 
focusfuture,prepar* 
work,prereq* 
relig,presbyterian* 
bio,prescri* 
health,prescri* 
focuspresent,present 
relativ,present 
time,present 
work,presentation* 
function,presently 
adverb,presently 
focuspresent,presently 
relativ,presently 
time,presently 
drives,presiden* 
power,presiden* 
work,presiden* 
percept,press 
feel,press 
verb,pressed 
percept,pressed 
feel,pressed 
focuspast,pressed 
verb,presses 
percept,presses 
feel,presses 
percept,pressing 
feel,pressing 
affect,pressur* 
negemo,pressur* 
anx,pressur* 
drives,prestig* 
power,prestig* 
cogproc,presum* 
insight,presum* 
cogproc,pretend* 
insight,pretend* 
adj,prettier 
compare,prettier 
affect,prettier 
posemo,prettier 
adj,prettiest 
compare,prettiest 
affect,prettiest 
posemo,prettiest 
affect,pretty 
posemo,pretty 
cogproc,pretty 
tentat,pretty 
drives,prevent* 
risk,prevent* 
focuspast,previous* 
relativ,previous* 
time,previous* 
drives,prey 
power,prey 
money,price* 
money,prici* 
affect,prick* 
negemo,prick* 
anger,prick* 
bio,prick* 
body,prick* 
affect,pride 
posemo,pride 
drives,pride 
achiev,pride 
drives,priest* 
power,priest* 
relig,priest* 
function,primarily 
adverb,primarily 
social,prince 
male,prince 
social,prince'* 
male,prince'* 
social,princes 
male,princes 
social,princess* 
female,princess* 
drives,principal 
power,principal 
function,principally 
adverb,principally 
focuspast,prior 
relativ,prior 
time,prior 
drives,prison* 
power,prison* 
social,private 
affect,privileg* 
posemo,privileg* 
drives,privileg* 
power,privileg* 
affect,prize* 
posemo,prize* 
drives,prize* 
achiev,prize* 
reward,prize* 
function,probab* 
adverb,probab* 
cogproc,probab* 
tentat,probab* 
drives,probation* 
power,probation* 
affect,problem* 
negemo,problem* 
cogproc,problem* 
discrep,problem* 
drives,problem* 
risk,problem* 
relativ,proceed* 
time,proceed* 
relativ,procrastin* 
time,procrastin* 
work,procrastin* 
cogproc,produc* 
cause,produc* 
work,produc* 
drives,prof 
power,prof 
work,prof 
work,profession* 
drives,professor* 
power,professor* 
work,professor* 
drives,proficien* 
achiev,proficien* 
affect,profit* 
posemo,profit* 
drives,profit* 
reward,profit* 
work,profit* 
money,profit* 
drives,profs 
power,profs 
work,profs 
bio,prognos* 
health,prognos* 
work,program* 
drives,progress 
achiev,progress 
work,project 
work,projector* 
work,projects 
function,prolly 
adverb,prolly 
cogproc,prolly 
tentat,prolly 
social,prom 
leisure,prom 
drives,prominen* 
power,prominen* 
bio,promiscu* 
sexual,promiscu* 
affect,promise* 
posemo,promise* 
cogproc,promise* 
certain,promise* 
affect,promising 
posemo,promising 
focusfuture,promising 
drives,promot* 
achiev,promot* 
reward,promot* 
work,promot* 
cogproc,proof 
certain,proof 
relig,prophe* 
focusfuture,prospect* 
bio,prostat* 
body,prostat* 
sexual,prostat* 
bio,prostitu* 
sexual,prostitu* 
drives,protect* 
risk,protect* 
affect,protest 
negemo,protest 
anger,protest 
relig,protestant* 
verb,protested 
affect,protested 
negemo,protested 
anger,protested 
focuspast,protested 
verb,protesting 
affect,protesting 
negemo,protesting 
anger,protesting 
affect,protests 
negemo,protests 
anger,protests 
affect,proud 
posemo,proud 
drives,proud 
achiev,proud 
adj,prouder 
compare,prouder 
affect,prouder 
posemo,prouder 
drives,prouder 
achiev,prouder 
adj,proudest 
compare,proudest 
affect,proudest 
posemo,proudest 
drives,proudest 
achiev,proudest 
affect,proudly 
posemo,proudly 
drives,proudly 
achiev,proudly 
cogproc,prove* 
insight,prove* 
certain,prove* 
social,provide 
focuspresent,provide 
focuspast,provided 
social,provides 
focuspresent,provides 
social,providing 
relativ,provinc* 
space,provinc* 
cogproc,proving 
insight,proving 
certain,proving 
cogproc,provok* 
cause,provok* 
adj,proximal 
relativ,proximal 
space,proximal 
relativ,proximity 
space,proximity 
bio,prozac 
health,prozac 
bio,prude 
sexual,prude 
adj,prudish 
bio,prudish 
sexual,prudish 
leisure,ps3* 
leisure,ps4* 
relig,psalm* 
leisure,psvita 
work,psych 
work,psychol* 
leisure,pub 
adj,pubic 
bio,pubic 
body,pubic 
sexual,pubic 
social,public 
work,publish* 
leisure,pubs 
affect,puk* 
negemo,puk* 
bio,puk* 
health,puk* 
verb,pull* 
relativ,pull* 
motion,pull* 
bio,pulse 
body,pulse 
percept,pungen* 
affect,punish* 
negemo,punish* 
anger,punish* 
drives,punish* 
power,punish* 
drives,puny 
power,puny 
money,purchas* 
cogproc,pure 
certain,pure 
cogproc,purely 
certain,purely 
cogproc,pureness 
certain,pureness 
adj,purer 
compare,purer 
adj,purest 
compare,purest 
cogproc,purest 
certain,purest 
relig,purgator* 
relig,puritan* 
cogproc,purity 
certain,purity 
percept,purple 
see,purple 
cogproc,purpose* 
cause,purpose* 
drives,purpose* 
achiev,purpose* 
verb,push 
relativ,push 
motion,push 
verb,pushe* 
relativ,pushe* 
motion,pushe* 
adj,pushier 
compare,pushier 
adj,pushiest 
compare,pushiest 
verb,pushing 
relativ,pushing 
motion,pushing 
relativ,pushup* 
motion,pushup* 
affect,pushy 
negemo,pushy 
anger,pushy 
drives,pushy 
power,pushy 
bio,puss 
health,puss 
bio,pussies 
body,pussies 
sexual,pussies 
bio,pussy* 
body,pussy* 
sexual,pussy* 
verb,put 
relativ,put 
motion,put 
verb,puts 
focuspresent,puts 
relativ,puts 
motion,puts 
relativ,putting 
motion,putting 
cogproc,puzzl* 
tentat,puzzl* 
work,qualifi* 
number,quarter* 
affect,queas* 
negemo,queas* 
bio,queas* 
health,queas* 
social,queen 
female,queen 
drives,queen 
achiev,queen 
power,queen 
social,queen's 
female,queen's 
drives,queen's 
power,queen's 
social,queens 
female,queens 
drives,queens 
power,queens 
bio,queer* 
sexual,queer* 
cogproc,quer* 
insight,quer* 
social,question 
cogproc,question 
insight,question 
tentat,question 
verb,questioned 
cogproc,questioned 
insight,questioned 
tentat,questioned 
focuspast,questioned 
verb,questioning 
cogproc,questioning 
insight,questioning 
tentat,questioning 
cogproc,questions 
insight,questions 
tentat,questions 
relativ,quick 
time,quick 
relativ,quicken* 
time,quicken* 
adj,quicker 
compare,quicker 
relativ,quicker 
time,quicker 
adj,quickest 
compare,quickest 
relativ,quickest 
time,quickest 
relativ,quickly 
motion,quickly 
time,quickly 
adj,quiet 
percept,quiet 
hear,quiet 
adj,quieter 
compare,quieter 
percept,quieter 
hear,quieter 
adj,quietest 
compare,quietest 
percept,quietest 
hear,quietest 
percept,quietly 
hear,quietly 
verb,quit 
drives,quit 
achiev,quit 
cogproc,quite 
tentat,quite 
drives,quitt* 
achiev,quitt* 
work,quiz* 
relig,qur'an* 
relig,quran* 
drives,rabbi 
power,rabbi 
relig,rabbi 
drives,rabbinal 
power,rabbinal 
adj,rabbinical 
relig,rabbinical 
relig,rabbis 
affect,radian* 
posemo,radian* 
percept,radio* 
hear,radio* 
leisure,radio* 
affect,rage* 
negemo,rage* 
anger,rage* 
affect,raging 
negemo,raging 
anger,raging 
relig,ramadan 
verb,ran 
focuspast,ran 
relativ,ran 
motion,ran 
affect,rancid* 
negemo,rancid* 
percept,rancid* 
adj,random 
cogproc,random 
tentat,random 
